"Energy Consumption by Sector and Source"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=2-AEO2017&cases=ref2017&sourcekey=0"
"Sun Oct 28 2018 17:17:29 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2016-2050)"
Pipeline Fuel Natural Gas,"Energy Use: Transportation: Pipeline Fuel Natural Gas": Reference case,2-AEO2017.65.ref2017-d120816a,"quads",0.691721,0.689081,0.654628,0.671993,0.679325,0.685566,0.681246,0.682652,0.689363,0.700402,0.711157,0.717854,0.720535,0.725172,0.729487,0.732801,0.731601,0.735136,0.738174,0.746432,0.756125,0.759808,0.766289,0.772512,0.778238,0.781133,0.786499,0.79084,0.794657,0.799976,0.80575,0.811169,0.817117,0.820688,0.823955,0.83204,"0.6%"
Compressed / Liquefied Natural Gas,"Energy Use: Transportation: Natural Gas": Reference case,2-AEO2017.66.ref2017-d120816a,"quads",0.063802,0.072253,0.082868,0.090671,0.097976,0.10533,0.10926,0.112688,0.116131,0.120761,0.126822,0.13404,0.143445,0.154539,0.165543,0.176698,0.187246,0.197304,0.208015,0.218767,0.229889,0.240907,0.251951,0.263111,0.275815,0.286756,0.298971,0.31138,0.324248,0.337354,0.350508,0.36413,0.377952,0.391823,0.406789,0.422668,"5.3%"
Hydrogen,"Energy Use: Transportation: Hydrogen": Reference case,2-AEO2017.67.ref2017-d120816a,"quads",0.000285,0.000571,0.000891,0.001948,0.003743,0.006285,0.009499,0.013064,0.017088,0.021324,0.025733,0.029755,0.033517,0.036849,0.039914,0.042892,0.045646,0.048117,0.050441,0.052671,0.05476,0.05669,0.058466,0.060151,0.061751,0.063353,0.064861,0.066356,0.067824,0.069276,0.070628,0.071979,0.073392,0.074876,0.076431,0.078097,"15.6%"
Electricity,"Energy Use: Transportation: Electricity": Reference case,2-AEO2017.68.ref2017-d120816a,"quads",0.031376,0.036193,0.041051,0.046429,0.054275,0.064384,0.077762,0.092852,0.109357,0.126833,0.144807,0.162373,0.178834,0.194242,0.208753,0.222932,0.236267,0.24871,0.260789,0.272586,0.283806,0.29466,0.304964,0.314807,0.324281,0.333543,0.342294,0.350825,0.359005,0.366826,0.374101,0.38116,0.388156,0.395018,0.401928,0.408982,"7.4%"
Delivered Energy,"Energy Use: Transportation: Delivered Energy": Reference case,2-AEO2017.69.ref2017-d120816a,"quads",27.885635,28.202148,28.404131,28.545349,28.52503,28.404222,28.271988,28.088085,27.828489,27.515446,27.147257,26.78907,26.493471,26.257473,26.049856,25.853365,25.671711,25.520283,25.44478,25.422039,25.432526,25.457159,25.521029,25.626698,25.727236,25.821501,25.948133,26.108381,26.296541,26.495604,26.70063,26.918863,27.128183,27.344149,27.5924,27.845718,"-0.0%"
Electricity Related Losses,"Energy Use: Transportation: Electricity Related Losses": Reference case,2-AEO2017.70.ref2017-d120816a,"quads",0.062864,0.070619,0.080464,0.090111,0.105717,0.126067,0.152108,0.181386,0.213526,0.246402,0.279234,0.309951,0.33892,0.365298,0.390306,0.414871,0.438203,0.458892,0.480391,0.49847,0.514433,0.532988,0.547357,0.562491,0.576965,0.592387,0.605758,0.61892,0.632134,0.643215,0.651428,0.660362,0.668777,0.678191,0.688528,0.695209,"7.0%"
Total,"Energy Use: Transportation: Total": Reference case,2-AEO2017.71.ref2017-d120816a,"quads",27.9485,28.272768,28.484594,28.63546,28.630747,28.530291,28.424095,28.26947,28.042015,27.761847,27.426491,27.099022,26.832392,26.62277,26.440163,26.268236,26.109913,25.979176,25.925171,25.920509,25.946959,25.990147,26.068386,26.189188,26.304201,26.413887,26.553892,26.727301,26.928675,27.138819,27.352058,27.579226,27.796961,28.022341,28.280928,28.540928,"0.0%"
Unspecified Sector,,2-AEO2017.73.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,"Energy Use: Unspecified: Total": Reference case,2-AEO2017.77.ref2017-d120816a,"quads",-0.519606,-0.479341,-0.647369,-0.586321,-0.522328,-0.507708,-0.497773,-0.48587,-0.472008,-0.455463,-0.435963,-0.415522,-0.39659,-0.37797,-0.360996,-0.345487,-0.330957,-0.316585,-0.304596,-0.294321,-0.285287,-0.27686,-0.270178,-0.264466,-0.258962,-0.253413,-0.249412,-0.246251,-0.244377,-0.242674,-0.240421,-0.238516,-0.236549,-0.235104,-0.234457,-0.233829,"-2.1%"
Delivered Energy Consumption, All Sectors,,2-AEO2017.79.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquefied Petroleum Gases and Other,"Energy Use: Delivered: All Sectors: Liquefied Petroleum Gases": Reference case,2-AEO2017.80.ref2017-d120816a,"quads",3.130317,3.129553,3.205755,3.396013,3.53116,3.589003,3.649889,3.732628,3.812644,3.863648,3.901711,3.952159,3.958395,3.962212,3.976909,4.003425,4.026416,4.048762,4.061928,4.096735,4.125956,4.154837,4.175548,4.198755,4.240109,4.26873,4.273197,4.279603,4.291897,4.302261,4.312177,4.317297,4.34155,4.362073,4.389354,4.436995,"1.0%"
Motor Gasoline,"Energy Use: Delivered: All Sectors: Motor Gasoline": Reference case,2-AEO2017.81.ref2017-d120816a,"quads",16.931036,17.28454,17.317579,17.348732,17.224627,17.044666,16.793539,16.494049,16.136204,15.743497,15.331227,14.977738,14.669576,14.409694,14.179121,13.961039,13.763719,13.588654,13.449483,13.33583,13.237892,13.166124,13.116207,13.092806,13.068168,13.056717,13.058276,13.082504,13.119449,13.162391,13.212615,13.272516,13.332292,13.405243,13.495242,13.581536,"-0.7%"
of which:  E85,"Energy Use: Delivered: All Sectors: E85": Reference case,2-AEO2017.82.ref2017-d120816a,"quads",0.021823,0.030358,0.027557,0.02055,0.023178,0.026642,0.031027,0.046361,0.053451,0.055231,0.067685,0.080302,0.096121,0.113522,0.125256,0.143846,0.148392,0.156719,0.166698,0.174117,0.18069,0.182486,0.18073,0.175772,0.168713,0.158809,0.145629,0.129946,0.115542,0.105331,0.106006,0.114105,0.130077,0.1403,0.148828,0.165843,"5.1%"
Jet Fuel,"Energy Use: Delivered: All Sectors: Jet Fuel": Reference case,2-AEO2017.83.ref2017-d120816a,"quads",3.184101,3.278563,3.230783,3.285041,3.332552,3.388878,3.454944,3.520552,3.580974,3.641767,3.699831,3.750461,3.806186,3.870281,3.929155,3.979826,4.029022,4.081818,4.141529,4.204424,4.26899,4.333415,4.397709,4.46758,4.533588,4.595787,4.658413,4.723911,4.790204,4.856671,4.925295,4.994189,5.058315,5.120519,5.185985,5.250993,"1.4%"
Kerosene,"Energy Use: Delivered: All Sectors: Kerosene": Reference case,2-AEO2017.84.ref2017-d120816a,"quads",0.011208,0.017018,0.015091,0.014305,0.013873,0.013663,0.013563,0.013474,0.013413,0.013372,0.013299,0.013237,0.013185,0.013196,0.013171,0.013107,0.013044,0.01297,0.012998,0.012976,0.012989,0.012932,0.012959,0.01297,0.012958,0.012975,0.01302,0.013066,0.013108,0.013148,0.013188,0.013215,0.013216,0.013258,0.013281,0.013297,"-0.7%"
Distillate Fuel Oil,"Energy Use: Delivered: All Sectors: Distillate Fuel Oil": Reference case,2-AEO2017.85.ref2017-d120816a,"quads",8.324257,8.015295,8.368577,8.464049,8.581047,8.534449,8.581942,8.625191,8.654828,8.648983,8.605379,8.517216,8.445155,8.372343,8.304508,8.243358,8.18244,8.119154,8.089262,8.085077,8.096412,8.101386,8.12143,8.155458,8.184305,8.203722,8.240617,8.28407,8.345614,8.408941,8.468213,8.531508,8.588572,8.643893,8.709682,8.780494,"0.3%"
Residual Fuel Oil,"Energy Use: Delivered: All Sectors: Residual Fuel Oil": Reference case,2-AEO2017.86.ref2017-d120816a,"quads",0.500299,0.708775,0.526722,0.51591,0.523417,0.581257,0.602059,0.609451,0.617561,0.627289,0.634646,0.643428,0.654392,0.663566,0.671424,0.679605,0.688634,0.696421,0.709633,0.720591,0.734061,0.739438,0.747829,0.754267,0.762133,0.76924,0.775903,0.785628,0.795082,0.805091,0.814878,0.823086,0.83172,0.84056,0.849414,0.858232,"0.6%"
Petrochemical Feedstocks,"Energy Use: Delivered: All Sectors: Petrochemical Feedstocks": Reference case,2-AEO2017.87.ref2017-d120816a,"quads",0.6571,0.6567,0.6801,0.761703,0.840101,0.838118,0.866471,0.903134,0.938143,0.960485,0.976471,0.997248,1.000752,1.002317,1.007645,1.017545,1.027358,1.037531,1.043203,1.056787,1.067524,1.079728,1.087825,1.097263,1.115798,1.128305,1.130799,1.133472,1.137576,1.140647,1.143169,1.143729,1.153273,1.162223,1.173912,1.194861,"1.8%"
Other Petroleum,"Energy Use: Delivered: All Sectors: Other Petroleum": Reference case,2-AEO2017.88.ref2017-d120816a,"quads",3.544804,3.577558,3.671082,3.819719,3.777201,3.711691,3.702302,3.710742,3.722703,3.735982,3.72964,3.72723,3.736176,3.742589,3.771277,3.807677,3.830213,3.844909,3.853133,3.875855,3.89329,3.918143,3.947707,3.970398,4.012149,4.035498,4.058329,4.087574,4.118515,4.154238,4.190718,4.225297,4.254492,4.283185,4.311204,4.355249,"0.6%"
Petroleum and Other Liquids Subtotal,"Energy Use: Delivered: All Sectors: Liquid Fuels Subtotal": Reference case,2-AEO2017.89.ref2017-d120816a,"quads",36.283119,36.667999,37.01569,37.605473,37.823982,37.701729,37.664707,37.609222,37.476471,37.23502,36.892208,36.578716,36.283817,36.036198,35.85321,35.705582,35.560848,35.430218,35.361168,35.388275,35.437111,35.506004,35.607216,35.7495,35.929207,36.070976,36.208553,36.389832,36.611446,36.843384,37.080254,37.320839,37.573433,37.830956,38.128075,38.471657,"0.1%"
Natural Gas,"Energy Use: Delivered: All Sectors: Natural Gas": Reference case,2-AEO2017.90.ref2017-d120816a,"quads",15.897825,15.811615,16.209381,16.515625,16.684261,16.725399,16.861265,17.045282,17.19171,17.277294,17.333714,17.382057,17.255514,17.259436,17.279861,17.323935,17.354637,17.433863,17.515867,17.617908,17.693649,17.810238,17.898609,17.987734,18.119781,18.226578,18.316717,18.404947,18.494938,18.612421,18.726923,18.842226,18.960421,19.056883,19.199614,19.334745,"0.6%"
Natural-Gas-to-Liquids Heat and Power,"Energy Use: Delivered: All Sectors: Natural-Gas-to-Liquids Heat and Power": Reference case,2-AEO2017.91.ref2017-d120816a,"quads",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Lease and Plant Fuel,"Energy Use: Delivered: All Sectors: Lease and Plant Fuel": Reference case,2-AEO2017.92.ref2017-d120816a,"quads",1.630905,1.616485,1.68805,1.70691,1.704999,1.692746,1.703788,1.716056,1.735648,1.762232,1.788599,1.820695,1.823732,1.836249,1.848278,1.856563,1.85454,1.863152,1.869971,1.887709,1.916043,1.92637,1.94617,1.958326,1.969297,1.980987,1.993424,1.998907,2.002138,2.010792,2.019177,2.034487,2.048041,2.058902,2.067372,2.088311,"0.8%"
Natural Gas Liquefaction for Export,"Energy Use: Delivered: All Sectors: Liquefaction": Reference case,2-AEO2017.93.ref2017-d120816a,"quads",0,0.016396,0.055049,0.105097,0.193543,0.300965,0.31367,0.327444,0.348104,0.368764,0.382537,0.39631,0.410084,0.41697,0.41697,0.423857,0.430744,0.43763,0.444517,0.451404,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,0.45829,"10.3%"
Pipeline Fuel Natural Gas,"Energy Use: Delivered: All Sectors: Pipeline Natural Gas": Reference case,2-AEO2017.94.ref2017-d120816a,"quads",0.691721,0.689081,0.654628,0.671993,0.679325,0.685566,0.681246,0.682652,0.689363,0.700402,0.711157,0.717854,0.720535,0.725172,0.729487,0.732801,0.731601,0.735136,0.738174,0.746432,0.756125,0.759808,0.766289,0.772512,0.778238,0.781133,0.786499,0.79084,0.794657,0.799976,0.80575,0.811169,0.817117,0.820688,0.823955,0.83204,"0.6%"
Natural Gas Subtotal,"Energy Use: Delivered: All Sectors: Natural Gas Subtotal": Reference case,2-AEO2017.95.ref2017-d120816a,"quads",18.220451,18.133575,18.607105,18.999624,19.262127,19.404675,19.559969,19.771435,19.964825,20.10869,20.216007,20.316916,20.209866,20.237827,20.274597,20.337156,20.371521,20.46978,20.568529,20.703455,20.824106,20.954706,21.069359,21.176863,21.325607,21.446989,21.554932,21.652985,21.750023,21.881479,22.010139,22.146172,22.283869,22.394764,22.549231,22.713385,"0.7%"
Metallurgical Coal,"Energy Use: Delivered: All Sectors: Metallurgical Coal": Reference case,2-AEO2017.96.ref2017-d120816a,"quads",0.5616,0.5219,0.5232,0.489715,0.473129,0.472519,0.4791,0.471329,0.459253,0.443005,0.430042,0.424838,0.414933,0.408553,0.399285,0.3937,0.378123,0.363825,0.356555,0.345438,0.330968,0.321477,0.310688,0.302017,0.288195,0.276736,0.262452,0.253083,0.24357,0.23734,0.230072,0.223195,0.21567,0.207674,0.202984,0.195893,"-2.8%"
Other Coal,"Energy Use: Delivered: All Sectors: Other Coal": Reference case,2-AEO2017.97.ref2017-d120816a,"quads",0.795007,0.769295,0.750966,0.737976,0.755031,0.764817,0.781053,0.793638,0.801918,0.800619,0.79566,0.788978,0.783656,0.773177,0.761768,0.751242,0.739211,0.7308,0.726575,0.722676,0.717933,0.714606,0.712767,0.711718,0.709322,0.70842,0.707085,0.706216,0.70629,0.707088,0.707306,0.707822,0.707194,0.706749,0.707515,0.707754,"-0.2%"
Coal-to-Liquids Heat and Power,"Energy Use: Delivered: All Sectors: Coal-to-Liquids Heat and Power": Reference case,2-AEO2017.98.ref2017-d120816a,"quads",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Net Coal Coke Imports,"Energy Use: Delivered: All Sectors: Net Coal Coke Imports": Reference case,2-AEO2017.99.ref2017-d120816a,"quads",-0.0178,-0.0016,0.0039,0.001689,0.002854,0.003031,0.003868,0.003173,0.003913,0.00394,0.004055,0.003997,0.004245,0.004369,0.004581,0.004838,0.005122,0.005425,0.005994,0.00643,0.006843,0.007161,0.007821,0.008503,0.008942,0.009597,0.010136,0.010182,0.01045,0.010674,0.010943,0.011343,0.011511,0.011967,0.012337,0.012647,"- -"
Coal Subtotal,"Energy Use: Delivered: All Sectors: Coal Subtotal": Reference case,2-AEO2017.100.ref2017-d120816a,"quads",1.338807,1.289595,1.278066,1.22938,1.231013,1.240366,1.264021,1.268141,1.265084,1.247564,1.229757,1.217814,1.202834,1.1861,1.165634,1.14978,1.122456,1.10005,1.089124,1.074544,1.055743,1.043244,1.031275,1.022238,1.006459,0.994752,0.979674,0.969481,0.96031,0.955102,0.948321,0.94236,0.934376,0.92639,0.922836,0.916294,"-1.0%"
Biofuels Heat and Coproducts,"Energy Use: Delivered: All Sectors: Biofuels Heat and Coproducts": Reference case,2-AEO2017.101.ref2017-d120816a,"quads",0.847706,0.898128,0.897241,0.872821,0.870953,0.866112,0.86183,0.86224,0.862307,0.861538,0.862265,0.853404,0.851329,0.851019,0.849635,0.850088,0.839552,0.836616,0.836565,0.836565,0.836565,0.836566,0.837562,0.839557,0.841465,0.841987,0.83785,0.837857,0.835229,0.835229,0.834017,0.833936,0.835495,0.834911,0.82205,0.797979,"-0.3%"
Renewable Energy,"Energy Use: Delivered: All Sectors: Renewable Energy": Reference case,2-AEO2017.102.ref2017-d120816a,"quads",2.057581,1.954687,1.945372,1.990541,2.015691,2.033337,2.060965,2.090652,2.11934,2.131061,2.128112,2.120758,2.126419,2.126706,2.124251,2.117091,2.112185,2.107599,2.10879,2.112687,2.117039,2.122334,2.133639,2.146607,2.155132,2.165324,2.178877,2.192683,2.208272,2.222061,2.235034,2.247181,2.253065,2.258602,2.265701,2.272368,"0.4%"
Hydrogen,"Energy Use: Delivered: All Sectors: Hydrogen": Reference case,2-AEO2017.103.ref2017-d120816a,"quads",0.000285,0.000571,0.000891,0.001948,0.003743,0.006285,0.009499,0.013064,0.017088,0.021324,0.025733,0.029755,0.033517,0.036849,0.039914,0.042892,0.045646,0.048117,0.050441,0.052671,0.05476,0.05669,0.058466,0.060151,0.061751,0.063353,0.064861,0.066356,0.067824,0.069276,0.070628,0.071979,0.073392,0.074876,0.076431,0.078097,"15.6%"
Electricity,"Energy Use: Delivered: All Sectors: Electricity": Reference case,2-AEO2017.104.ref2017-d120816a,"quads",12.713305,12.715928,12.690536,12.878243,12.980616,12.984665,13.041596,13.091596,13.161947,13.236629,13.279895,13.308219,13.349746,13.387797,13.438978,13.467805,13.506272,13.559165,13.635009,13.731284,13.824354,13.917248,14.017941,14.129433,14.237735,14.336012,14.431499,14.528058,14.629914,14.731837,14.833641,14.938418,15.037287,15.136738,15.241572,15.351968,"0.6%"
Delivered Energy,"Energy Use: Delivered: All Sectors: Delivered Energy": Reference case,2-AEO2017.105.ref2017-d120816a,"quads",71.461258,71.660484,72.434898,73.578033,74.188126,74.237167,74.462585,74.706345,74.867065,74.841827,74.63398,74.425583,74.057526,73.862495,73.746216,73.670395,73.558479,73.551544,73.64962,73.899483,74.149673,74.43679,74.755455,75.124344,75.557358,75.919395,76.256241,76.637253,77.063019,77.538368,78.012039,78.500885,78.990913,79.457237,80.005898,80.601746,"0.3%"
Electricity Related Losses,"Energy Use: Delivered: All Sectors: Electricity Related Losses": Reference case,2-AEO2017.106.ref2017-d120816a,"quads",25.471817,24.811287,24.874615,24.994724,25.283865,25.424725,25.510342,25.574226,25.699579,25.715149,25.607948,25.403782,25.299965,25.177494,25.126883,25.063316,25.050003,25.01786,25.116657,25.110031,25.058306,25.17382,25.159714,25.246174,25.331932,25.461397,25.539459,25.630199,25.760281,25.831707,25.830032,25.88089,25.908651,25.987694,26.109768,26.096073,"0.1%"
Total,"Energy Use: Delivered: All Sectors: Total": Reference case,2-AEO2017.107.ref2017-d120816a,"quads",96.933075,96.471771,97.309509,98.572754,99.471992,99.661896,99.972931,100.280571,100.566643,100.556976,100.241928,99.829361,99.357491,99.039993,98.8731,98.733711,98.608482,98.569405,98.766281,99.009514,99.207977,99.610611,99.915169,100.370514,100.88929,101.380791,101.7957,102.267456,102.823303,103.370071,103.842072,104.381775,104.899567,105.444931,106.115662,106.697815,"0.3%"
Electric Power,,2-AEO2017.110.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distillate Fuel Oil,"Energy Use: Electric Power: Distillate Fuel Oil": Reference case,2-AEO2017.111.ref2017-d120816a,"quads",0.07045,0.094232,0.092895,0.092954,0.095888,0.097054,0.095275,0.093079,0.091821,0.09008,0.087705,0.08124,0.075984,0.071018,0.068585,0.066469,0.064022,0.063416,0.063013,0.0623,0.061849,0.061593,0.060733,0.058423,0.057535,0.05723,0.056275,0.055445,0.054869,0.054179,0.053258,0.053385,0.053279,0.053116,0.053094,0.0526,"-1.7%"
Residual Fuel Oil,"Energy Use: Electric Power: Residual Fuel Oil": Reference case,2-AEO2017.112.ref2017-d120816a,"quads",0.21646,0.125867,0.098354,0.09702,0.057715,0.055295,0.054566,0.052977,0.05134,0.050383,0.046329,0.042923,0.042056,0.041185,0.04038,0.03942,0.038751,0.038223,0.037781,0.037462,0.037097,0.036376,0.035279,0.034415,0.033507,0.032561,0.029959,0.027338,0.024609,0.021932,0.01907,0.019068,0.019112,0.019316,0.01926,0.019287,"-5.4%"
Petroleum and Other Liquids Subtotal,"Energy Use: Electric Power: Liquid Fuels Subtotal": Reference case,2-AEO2017.113.ref2017-d120816a,"quads",0.28691,0.220099,0.191249,0.189975,0.153603,0.152349,0.149841,0.146056,0.143161,0.140463,0.134034,0.124162,0.118041,0.112204,0.108965,0.105889,0.102773,0.101639,0.100794,0.099762,0.098946,0.097969,0.096012,0.092839,0.091042,0.089791,0.086234,0.082783,0.079478,0.076111,0.072328,0.072453,0.072391,0.072432,0.072354,0.071887,"-3.2%"
Natural Gas,"Energy Use: Electric Power: Natural Gas": Reference case,2-AEO2017.114.ref2017-d120816a,"quads",9.96951,10.460422,10.159499,10.023064,9.500363,8.812065,8.530269,8.301534,8.26636,8.559189,8.927988,9.254583,9.499727,9.70625,9.920116,10.026431,9.958871,10.087543,10.13723,10.421075,10.782192,10.827847,11.056991,11.255009,11.381889,11.426849,11.584894,11.718884,11.809584,11.977611,12.172444,12.318175,12.485611,12.588123,12.627247,12.939156,"0.6%"
Steam Coal,"Energy Use: Electric Power: Steam Coal": Reference case,2-AEO2017.115.ref2017-d120816a,"quads",14.132781,12.644501,12.843799,12.901737,13.593488,13.996111,13.679017,13.180548,12.956326,12.636249,12.240648,11.793369,11.369149,11.006251,10.650992,10.359668,10.360114,10.251331,10.222231,10.079382,9.916386,9.919837,9.787255,9.663695,9.600355,9.553992,9.479225,9.424012,9.402254,9.316119,9.219749,9.182608,9.120227,9.082435,9.067374,8.933044,"-1.0%"
Nuclear / Uranium,"Energy Use: Electric Power: Nuclear": Reference case,2-AEO2017.116.ref2017-d120816a,"quads",8.337685,8.344957,8.284113,8.150873,8.052432,7.967206,8.077239,8.114388,8.142645,8.153687,8.089303,7.995818,8.013367,8.028037,8.035358,8.032678,8.015324,7.976371,7.962672,7.805416,7.544044,7.493503,7.385852,7.353649,7.317339,7.340241,7.27309,7.21433,7.154865,7.041212,6.90728,6.80286,6.624632,6.539132,6.51398,6.360683,"-0.8%"
Renewable Energy,"Energy Use: Electric Power: Renewable Energy": Reference case,2-AEO2017.117.ref2017-d120816a,"quads",5.006459,5.437512,5.748534,6.193812,6.547708,7.063273,7.681938,8.488945,8.923646,9.037815,9.075946,9.130784,9.23926,9.312321,9.454464,9.611923,9.72247,9.773434,9.944585,10.054049,10.161189,10.374352,10.476054,10.636997,10.807696,11.017288,11.178945,11.350359,11.576806,11.78596,11.926028,12.077371,12.277232,12.47641,12.704473,12.777361,"2.5%"
Non-biogenic Municipal Waste,"Energy Use: Electric Power: Non-biogenic Municipal Waste": Reference case,2-AEO2017.118.ref2017-d120816a,"quads",0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,0.225214,"0.0%"
Electricity Imports,"Energy Use: Electric Power: Electricity Imports": Reference case,2-AEO2017.119.ref2017-d120816a,"quads",0.226564,0.194505,0.112741,0.188292,0.191673,0.193171,0.208414,0.209135,0.204175,0.199161,0.194711,0.188071,0.184956,0.175012,0.170748,0.169317,0.171509,0.161493,0.158939,0.156415,0.154692,0.152348,0.150276,0.148204,0.146132,0.144033,0.143353,0.142673,0.141993,0.141313,0.140633,0.140633,0.140633,0.14068,0.140698,0.140698,"-0.9%"
Total,"Energy Use: Electric Power: Total": Reference case,2-AEO2017.120.ref2017-d120816a,"quads",38.185123,37.527214,37.565151,37.872967,38.264481,38.409389,38.551937,38.665821,38.861526,38.951778,38.887844,38.712002,38.649712,38.565292,38.565861,38.53112,38.556274,38.577026,38.751667,38.841316,38.88266,39.091068,39.177654,39.375607,39.569668,39.797409,39.970959,40.158257,40.390194,40.563545,40.663673,40.819309,40.945938,41.124432,41.351341,41.44804,"0.3%"
Total Energy Consumption,,2-AEO2017.122.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquefied Petroleum Gases and Other,"Energy Use: Total: Liquefied Petroleum Gases": Reference case,2-AEO2017.123.ref2017-d120816a,"quads",3.130317,3.129553,3.205755,3.396013,3.53116,3.589003,3.649889,3.732628,3.812644,3.863648,3.901711,3.952159,3.958395,3.962212,3.976909,4.003425,4.026416,4.048762,4.061928,4.096735,4.125956,4.154837,4.175548,4.198755,4.240109,4.26873,4.273197,4.279603,4.291897,4.302261,4.312177,4.317297,4.34155,4.362073,4.389354,4.436995,"1.0%"
Motor Gasoline,"Energy Use: Total: Motor Gasoline": Reference case,2-AEO2017.124.ref2017-d120816a,"quads",16.931036,17.28454,17.317579,17.348732,17.224627,17.044666,16.793539,16.494049,16.136204,15.743497,15.331227,14.977738,14.669576,14.409694,14.179121,13.961039,13.763719,13.588654,13.449483,13.33583,13.237892,13.166124,13.116207,13.092806,13.068168,13.056717,13.058276,13.082504,13.119449,13.162391,13.212615,13.272516,13.332292,13.405243,13.495242,13.581536,"-0.7%"
of which:  E85,"Energy Use: Total: E85": Reference case,2-AEO2017.125.ref2017-d120816a,"quads",0.021823,0.030358,0.027557,0.02055,0.023178,0.026642,0.031027,0.046361,0.053451,0.055231,0.067685,0.080302,0.096121,0.113522,0.125256,0.143846,0.148392,0.156719,0.166698,0.174117,0.18069,0.182486,0.18073,0.175772,0.168713,0.158809,0.145629,0.129946,0.115542,0.105331,0.106006,0.114105,0.130077,0.1403,0.148828,0.165843,"5.1%"
Jet Fuel,"Energy Use: Total: Jet Fuel": Reference case,2-AEO2017.126.ref2017-d120816a,"quads",3.184101,3.278563,3.230783,3.285041,3.332552,3.388878,3.454944,3.520552,3.580974,3.641767,3.699831,3.750461,3.806186,3.870281,3.929155,3.979826,4.029022,4.081818,4.141529,4.204424,4.26899,4.333415,4.397709,4.46758,4.533588,4.595787,4.658413,4.723911,4.790204,4.856671,4.925295,4.994189,5.058315,5.120519,5.185985,5.250993,"1.4%"
Kerosene,"Energy Use: Total: Kerosene": Reference case,2-AEO2017.127.ref2017-d120816a,"quads",0.011208,0.017018,0.015091,0.014305,0.013873,0.013663,0.013563,0.013474,0.013413,0.013372,0.013299,0.013237,0.013185,0.013196,0.013171,0.013107,0.013044,0.01297,0.012998,0.012976,0.012989,0.012932,0.012959,0.01297,0.012958,0.012975,0.01302,0.013066,0.013108,0.013148,0.013188,0.013215,0.013216,0.013258,0.013281,0.013297,"-0.7%"
Distillate Fuel Oil,"Energy Use: Total: Distillate Fuel Oil": Reference case,2-AEO2017.128.ref2017-d120816a,"quads",8.394707,8.109527,8.461472,8.557004,8.676935,8.631503,8.677217,8.718269,8.746649,8.739063,8.693084,8.598455,8.521139,8.443361,8.373093,8.309827,8.246462,8.18257,8.152275,8.147377,8.15826,8.162979,8.182163,8.213881,8.24184,8.260952,8.296892,8.339515,8.400483,8.46312,8.521471,8.584893,8.64185,8.697009,8.762776,8.833095,"0.3%"
Residual Fuel Oil,"Energy Use: Total: Residual Fuel Oil": Reference case,2-AEO2017.129.ref2017-d120816a,"quads",0.716759,0.834642,0.625076,0.61293,0.581132,0.636552,0.656625,0.662428,0.668901,0.677672,0.680975,0.686351,0.696448,0.704751,0.711804,0.719025,0.727385,0.734644,0.747415,0.758053,0.771158,0.775814,0.783107,0.788682,0.79564,0.801801,0.805862,0.812967,0.819692,0.827023,0.833948,0.842154,0.850831,0.859876,0.868674,0.877519,"0.1%"
Petrochemical Feedstocks,"Energy Use: Total: Petrochemical Feedstocks": Reference case,2-AEO2017.130.ref2017-d120816a,"quads",0.6571,0.6567,0.6801,0.761703,0.840101,0.838118,0.866471,0.903134,0.938143,0.960485,0.976471,0.997248,1.000752,1.002317,1.007645,1.017545,1.027358,1.037531,1.043203,1.056787,1.067524,1.079728,1.087825,1.097263,1.115798,1.128305,1.130799,1.133472,1.137576,1.140647,1.143169,1.143729,1.153273,1.162223,1.173912,1.194861,"1.8%"
